bookmaker,canonical_player_id,detail,game_id,line,market,model_version,player_name,readiness,reason,season,side,team,week
williamhill_us,3917792,prediction probability unavailable,espn-401772719,209.5,passing_yards,,Daniel Jones,,PREDICTION_MISSING,2025,OVER,IND,1
betonlineag,3917792,prediction probability unavailable,espn-401772719,210.5,passing_yards,,Daniel Jones,,PREDICTION_MISSING,2025,OVER,IND,1
fanatics,3917792,prediction probability unavailable,espn-401772719,210.5,passing_yards,,Daniel Jones,,PREDICTION_MISSING,2025,OVER,IND,1
draftkings,3917792,prediction probability unavailable,espn-401772719,211.5,passing_yards,,Daniel Jones,,PREDICTION_MISSING,2025,OVER,IND,1
betmgm,3917792,prediction probability unavailable,espn-401772719,213.5,passing_yards,,Daniel Jones,,PREDICTION_MISSING,2025,OVER,IND,1
bovada,3917792,prediction probability unavailable,espn-401772719,199.5,passing_yards,,Daniel Jones,,PREDICTION_MISSING,2025,UNDER,IND,1
betrivers,3917792,prediction probability unavailable,espn-401772719,206.5,passing_yards,,Daniel Jones,,PREDICTION_MISSING,2025,UNDER,IND,1
fanduel,3917792,prediction probability unavailable,espn-401772719,207.5,passing_yards,,Daniel Jones,,PREDICTION_MISSING,2025,UNDER,IND,1
williamhill_us,3917792,prediction probability unavailable,espn-401772719,209.5,passing_yards,,Daniel Jones,,PREDICTION_MISSING,2025,UNDER,IND,1
betonlineag,3917792,prediction probability unavailable,espn-401772719,210.5,passing_yards,,Daniel Jones,,PREDICTION_MISSING,2025,UNDER,IND,1
fanatics,3917792,prediction probability unavailable,espn-401772719,210.5,passing_yards,,Daniel Jones,,PREDICTION_MISSING,2025,UNDER,IND,1
draftkings,3917792,prediction probability unavailable,espn-401772719,211.5,passing_yards,,Daniel Jones,,PREDICTION_MISSING,2025,UNDER,IND,1
betmgm,3917792,prediction probability unavailable,espn-401772719,213.5,passing_yards,,Daniel Jones,,PREDICTION_MISSING,2025,UNDER,IND,1
betonlineag,3917792,prediction probability unavailable,espn-401772719,5.5,rushing_attempts,,Daniel Jones,,PREDICTION_MISSING,2025,OVER,IND,1
betrivers,3917792,prediction probability unavailable,espn-401772719,5.5,rushing_attempts,,Daniel Jones,,PREDICTION_MISSING,2025,OVER,IND,1
bovada,3917792,prediction probability unavailable,espn-401772719,5.5,rushing_attempts,,Daniel Jones,,PREDICTION_MISSING,2025,OVER,IND,1
draftkings,3917792,prediction probability unavailable,espn-401772719,5.5,rushing_attempts,,Daniel Jones,,PREDICTION_MISSING,2025,OVER,IND,1
fanatics,3917792,prediction probability unavailable,espn-401772719,5.5,rushing_attempts,,Daniel Jones,,PREDICTION_MISSING,2025,OVER,IND,1
fanduel,3917792,prediction probability unavailable,espn-401772719,5.5,rushing_attempts,,Daniel Jones,,PREDICTION_MISSING,2025,OVER,IND,1
betmgm,3917792,prediction probability unavailable,espn-401772719,6.5,rushing_attempts,,Daniel Jones,,PREDICTION_MISSING,2025,OVER,IND,1
betonlineag,3917792,prediction probability unavailable,espn-401772719,5.5,rushing_attempts,,Daniel Jones,,PREDICTION_MISSING,2025,UNDER,IND,1
betrivers,3917792,prediction probability unavailable,espn-401772719,5.5,rushing_attempts,,Daniel Jones,,PREDICTION_MISSING,2025,UNDER,IND,1
bovada,3917792,prediction probability unavailable,espn-401772719,5.5,rushing_attempts,,Daniel Jones,,PREDICTION_MISSING,2025,UNDER,IND,1
draftkings,3917792,prediction probability unavailable,espn-401772719,5.5,rushing_attempts,,Daniel Jones,,PREDICTION_MISSING,2025,UNDER,IND,1
fanatics,3917792,prediction probability unavailable,espn-401772719,5.5,rushing_attempts,,Daniel Jones,,PREDICTION_MISSING,2025,UNDER,IND,1
fanduel,3917792,prediction probability unavailable,espn-401772719,5.5,rushing_attempts,,Daniel Jones,,PREDICTION_MISSING,2025,UNDER,IND,1
betmgm,3917792,prediction probability unavailable,espn-401772719,6.5,rushing_attempts,,Daniel Jones,,PREDICTION_MISSING,2025,UNDER,IND,1
bovada,3917792,prediction probability unavailable,espn-401772719,24.5,rushing_yards,,Daniel Jones,,PREDICTION_MISSING,2025,OVER,IND,1
fanatics,3917792,prediction probability unavailable,espn-401772719,25.5,rushing_yards,,Daniel Jones,,PREDICTION_MISSING,2025,OVER,IND,1
fanduel,3917792,prediction probability unavailable,espn-401772719,25.5,rushing_yards,,Daniel Jones,,PREDICTION_MISSING,2025,OVER,IND,1
williamhill_us,3917792,prediction probability unavailable,espn-401772719,25.5,rushing_yards,,Daniel Jones,,PREDICTION_MISSING,2025,OVER,IND,1
betonlineag,3917792,prediction probability unavailable,espn-401772719,26.5,rushing_yards,,Daniel Jones,,PREDICTION_MISSING,2025,OVER,IND,1
betrivers,3917792,prediction probability unavailable,espn-401772719,26.5,rushing_yards,,Daniel Jones,,PREDICTION_MISSING,2025,OVER,IND,1
draftkings,3917792,prediction probability unavailable,espn-401772719,28.5,rushing_yards,,Daniel Jones,,PREDICTION_MISSING,2025,OVER,IND,1
betmgm,3917792,prediction probability unavailable,espn-401772719,29.5,rushing_yards,,Daniel Jones,,PREDICTION_MISSING,2025,OVER,IND,1
bovada,3917792,prediction probability unavailable,espn-401772719,24.5,rushing_yards,,Daniel Jones,,PREDICTION_MISSING,2025,UNDER,IND,1
fanatics,3917792,prediction probability unavailable,espn-401772719,25.5,rushing_yards,,Daniel Jones,,PREDICTION_MISSING,2025,UNDER,IND,1
fanduel,3917792,prediction probability unavailable,espn-401772719,25.5,rushing_yards,,Daniel Jones,,PREDICTION_MISSING,2025,UNDER,IND,1
williamhill_us,3917792,prediction probability unavailable,espn-401772719,25.5,rushing_yards,,Daniel Jones,,PREDICTION_MISSING,2025,UNDER,IND,1
betonlineag,3917792,prediction probability unavailable,espn-401772719,26.5,rushing_yards,,Daniel Jones,,PREDICTION_MISSING,2025,UNDER,IND,1
betrivers,3917792,prediction probability unavailable,espn-401772719,26.5,rushing_yards,,Daniel Jones,,PREDICTION_MISSING,2025,UNDER,IND,1
draftkings,3917792,prediction probability unavailable,espn-401772719,28.5,rushing_yards,,Daniel Jones,,PREDICTION_MISSING,2025,UNDER,IND,1
betmgm,3917792,prediction probability unavailable,espn-401772719,29.5,rushing_yards,,Daniel Jones,,PREDICTION_MISSING,2025,UNDER,IND,1
bovada,4242335,prediction probability unavailable,espn-401772719,17.5,rushing_attempts,,Jonathan Taylor,,PREDICTION_MISSING,2025,OVER,IND,1
betmgm,4242335,prediction probability unavailable,espn-401772719,18.5,rushing_attempts,,Jonathan Taylor,,PREDICTION_MISSING,2025,OVER,IND,1
betonlineag,4242335,prediction probability unavailable,espn-401772719,18.5,rushing_attempts,,Jonathan Taylor,,PREDICTION_MISSING,2025,OVER,IND,1
betrivers,4242335,prediction probability unavailable,espn-401772719,18.5,rushing_attempts,,Jonathan Taylor,,PREDICTION_MISSING,2025,OVER,IND,1
draftkings,4242335,prediction probability unavailable,espn-401772719,18.5,rushing_attempts,,Jonathan Taylor,,PREDICTION_MISSING,2025,OVER,IND,1
fanatics,4242335,prediction probability unavailable,espn-401772719,18.5,rushing_attempts,,Jonathan Taylor,,PREDICTION_MISSING,2025,OVER,IND,1
fanduel,4242335,prediction probability unavailable,espn-401772719,18.5,rushing_attempts,,Jonathan Taylor,,PREDICTION_MISSING,2025,OVER,IND,1
bovada,4242335,prediction probability unavailable,espn-401772719,17.5,rushing_attempts,,Jonathan Taylor,,PREDICTION_MISSING,2025,UNDER,IND,1
betmgm,4242335,prediction probability unavailable,espn-401772719,18.5,rushing_attempts,,Jonathan Taylor,,PREDICTION_MISSING,2025,UNDER,IND,1
betonlineag,4242335,prediction probability unavailable,espn-401772719,18.5,rushing_attempts,,Jonathan Taylor,,PREDICTION_MISSING,2025,UNDER,IND,1
betrivers,4242335,prediction probability unavailable,espn-401772719,18.5,rushing_attempts,,Jonathan Taylor,,PREDICTION_MISSING,2025,UNDER,IND,1
draftkings,4242335,prediction probability unavailable,espn-401772719,18.5,rushing_attempts,,Jonathan Taylor,,PREDICTION_MISSING,2025,UNDER,IND,1
fanatics,4242335,prediction probability unavailable,espn-401772719,18.5,rushing_attempts,,Jonathan Taylor,,PREDICTION_MISSING,2025,UNDER,IND,1
fanduel,4242335,prediction probability unavailable,espn-401772719,18.5,rushing_attempts,,Jonathan Taylor,,PREDICTION_MISSING,2025,UNDER,IND,1
betmgm,4242335,prediction probability unavailable,espn-401772719,77.5,rushing_yards,,Jonathan Taylor,,PREDICTION_MISSING,2025,OVER,IND,1
betrivers,4242335,prediction probability unavailable,espn-401772719,77.5,rushing_yards,,Jonathan Taylor,,PREDICTION_MISSING,2025,OVER,IND,1
bovada,4242335,prediction probability unavailable,espn-401772719,77.5,rushing_yards,,Jonathan Taylor,,PREDICTION_MISSING,2025,OVER,IND,1
fanduel,4242335,prediction probability unavailable,espn-401772719,79.5,rushing_yards,,Jonathan Taylor,,PREDICTION_MISSING,2025,OVER,IND,1
fanatics,4242335,prediction probability unavailable,espn-401772719,80.5,rushing_yards,,Jonathan Taylor,,PREDICTION_MISSING,2025,OVER,IND,1
williamhill_us,4242335,prediction probability unavailable,espn-401772719,80.5,rushing_yards,,Jonathan Taylor,,PREDICTION_MISSING,2025,OVER,IND,1
betonlineag,4242335,prediction probability unavailable,espn-401772719,81.5,rushing_yards,,Jonathan Taylor,,PREDICTION_MISSING,2025,OVER,IND,1
draftkings,4242335,prediction probability unavailable,espn-401772719,81.5,rushing_yards,,Jonathan Taylor,,PREDICTION_MISSING,2025,OVER,IND,1
betmgm,4242335,prediction probability unavailable,espn-401772719,77.5,rushing_yards,,Jonathan Taylor,,PREDICTION_MISSING,2025,UNDER,IND,1
betrivers,4242335,prediction probability unavailable,espn-401772719,77.5,rushing_yards,,Jonathan Taylor,,PREDICTION_MISSING,2025,UNDER,IND,1
bovada,4242335,prediction probability unavailable,espn-401772719,77.5,rushing_yards,,Jonathan Taylor,,PREDICTION_MISSING,2025,UNDER,IND,1
fanduel,4242335,prediction probability unavailable,espn-401772719,79.5,rushing_yards,,Jonathan Taylor,,PREDICTION_MISSING,2025,UNDER,IND,1
fanatics,4242335,prediction probability unavailable,espn-401772719,80.5,rushing_yards,,Jonathan Taylor,,PREDICTION_MISSING,2025,UNDER,IND,1
williamhill_us,4242335,prediction probability unavailable,espn-401772719,80.5,rushing_yards,,Jonathan Taylor,,PREDICTION_MISSING,2025,UNDER,IND,1
betonlineag,4242335,prediction probability unavailable,espn-401772719,81.5,rushing_yards,,Jonathan Taylor,,PREDICTION_MISSING,2025,UNDER,IND,1
draftkings,4242335,prediction probability unavailable,espn-401772719,81.5,rushing_yards,,Jonathan Taylor,,PREDICTION_MISSING,2025,UNDER,IND,1
fanatics,4431459,prediction probability unavailable,espn-401772719,35.5,receiving_yards,,Tyler Warren,,PREDICTION_MISSING,2025,OVER,IND,1
fanduel,4431459,prediction probability unavailable,espn-401772719,35.5,receiving_yards,,Tyler Warren,,PREDICTION_MISSING,2025,OVER,IND,1
betmgm,4431459,prediction probability unavailable,espn-401772719,36.5,receiving_yards,,Tyler Warren,,PREDICTION_MISSING,2025,OVER,IND,1
betrivers,4431459,prediction probability unavailable,espn-401772719,36.5,receiving_yards,,Tyler Warren,,PREDICTION_MISSING,2025,OVER,IND,1
williamhill_us,4431459,prediction probability unavailable,espn-401772719,36.5,receiving_yards,,Tyler Warren,,PREDICTION_MISSING,2025,OVER,IND,1
draftkings,4431459,prediction probability unavailable,espn-401772719,37.5,receiving_yards,,Tyler Warren,,PREDICTION_MISSING,2025,OVER,IND,1
betonlineag,4431459,prediction probability unavailable,espn-401772719,38.5,receiving_yards,,Tyler Warren,,PREDICTION_MISSING,2025,OVER,IND,1
fanatics,4431459,prediction probability unavailable,espn-401772719,35.5,receiving_yards,,Tyler Warren,,PREDICTION_MISSING,2025,UNDER,IND,1
fanduel,4431459,prediction probability unavailable,espn-401772719,35.5,receiving_yards,,Tyler Warren,,PREDICTION_MISSING,2025,UNDER,IND,1
betmgm,4431459,prediction probability unavailable,espn-401772719,36.5,receiving_yards,,Tyler Warren,,PREDICTION_MISSING,2025,UNDER,IND,1
betrivers,4431459,prediction probability unavailable,espn-401772719,36.5,receiving_yards,,Tyler Warren,,PREDICTION_MISSING,2025,UNDER,IND,1
williamhill_us,4431459,prediction probability unavailable,espn-401772719,36.5,receiving_yards,,Tyler Warren,,PREDICTION_MISSING,2025,UNDER,IND,1
draftkings,4431459,prediction probability unavailable,espn-401772719,37.5,receiving_yards,,Tyler Warren,,PREDICTION_MISSING,2025,UNDER,IND,1
betonlineag,4431459,prediction probability unavailable,espn-401772719,38.5,receiving_yards,,Tyler Warren,,PREDICTION_MISSING,2025,UNDER,IND,1
betmgm,4431459,prediction probability unavailable,espn-401772719,3.5,receptions,,Tyler Warren,,PREDICTION_MISSING,2025,OVER,IND,1
betrivers,4431459,prediction probability unavailable,espn-401772719,3.5,receptions,,Tyler Warren,,PREDICTION_MISSING,2025,OVER,IND,1
fanatics,4431459,prediction probability unavailable,espn-401772719,3.5,receptions,,Tyler Warren,,PREDICTION_MISSING,2025,OVER,IND,1
fanduel,4431459,prediction probability unavailable,espn-401772719,3.5,receptions,,Tyler Warren,,PREDICTION_MISSING,2025,OVER,IND,1
williamhill_us,4431459,prediction probability unavailable,espn-401772719,3.5,receptions,,Tyler Warren,,PREDICTION_MISSING,2025,OVER,IND,1
betonlineag,4431459,prediction probability unavailable,espn-401772719,4.5,receptions,,Tyler Warren,,PREDICTION_MISSING,2025,OVER,IND,1
draftkings,4431459,prediction probability unavailable,espn-401772719,4.5,receptions,,Tyler Warren,,PREDICTION_MISSING,2025,OVER,IND,1
betmgm,4431459,prediction probability unavailable,espn-401772719,3.5,receptions,,Tyler Warren,,PREDICTION_MISSING,2025,UNDER,IND,1
betrivers,4431459,prediction probability unavailable,espn-401772719,3.5,receptions,,Tyler Warren,,PREDICTION_MISSING,2025,UNDER,IND,1
fanatics,4431459,prediction probability unavailable,espn-401772719,3.5,receptions,,Tyler Warren,,PREDICTION_MISSING,2025,UNDER,IND,1
fanduel,4431459,prediction probability unavailable,espn-401772719,3.5,receptions,,Tyler Warren,,PREDICTION_MISSING,2025,UNDER,IND,1
williamhill_us,4431459,prediction probability unavailable,espn-401772719,3.5,receptions,,Tyler Warren,,PREDICTION_MISSING,2025,UNDER,IND,1
betonlineag,4431459,prediction probability unavailable,espn-401772719,4.5,receptions,,Tyler Warren,,PREDICTION_MISSING,2025,UNDER,IND,1
draftkings,4431459,prediction probability unavailable,espn-401772719,4.5,receptions,,Tyler Warren,,PREDICTION_MISSING,2025,UNDER,IND,1
bovada,4711533,prediction probability unavailable,espn-401772719,22.5,rushing_yards,,Ollie Gordon II,,PREDICTION_MISSING,2025,OVER,MIA,1
fanduel,4711533,prediction probability unavailable,espn-401772719,22.5,rushing_yards,,Ollie Gordon II,,PREDICTION_MISSING,2025,OVER,MIA,1
williamhill_us,4711533,prediction probability unavailable,espn-401772719,23.5,rushing_yards,,Ollie Gordon II,,PREDICTION_MISSING,2025,OVER,MIA,1
betmgm,4711533,prediction probability unavailable,espn-401772719,24.5,rushing_yards,,Ollie Gordon II,,PREDICTION_MISSING,2025,OVER,MIA,1
betonlineag,4711533,prediction probability unavailable,espn-401772719,24.5,rushing_yards,,Ollie Gordon II,,PREDICTION_MISSING,2025,OVER,MIA,1
draftkings,4711533,prediction probability unavailable,espn-401772719,25.5,rushing_yards,,Ollie Gordon II,,PREDICTION_MISSING,2025,OVER,MIA,1
fanatics,4711533,prediction probability unavailable,espn-401772719,25.5,rushing_yards,,Ollie Gordon II,,PREDICTION_MISSING,2025,OVER,MIA,1
betrivers,4711533,prediction probability unavailable,espn-401772719,26.5,rushing_yards,,Ollie Gordon II,,PREDICTION_MISSING,2025,OVER,MIA,1
bovada,4711533,prediction probability unavailable,espn-401772719,22.5,rushing_yards,,Ollie Gordon II,,PREDICTION_MISSING,2025,UNDER,MIA,1
fanduel,4711533,prediction probability unavailable,espn-401772719,22.5,rushing_yards,,Ollie Gordon II,,PREDICTION_MISSING,2025,UNDER,MIA,1
williamhill_us,4711533,prediction probability unavailable,espn-401772719,23.5,rushing_yards,,Ollie Gordon II,,PREDICTION_MISSING,2025,UNDER,MIA,1
betmgm,4711533,prediction probability unavailable,espn-401772719,24.5,rushing_yards,,Ollie Gordon II,,PREDICTION_MISSING,2025,UNDER,MIA,1
betonlineag,4711533,prediction probability unavailable,espn-401772719,24.5,rushing_yards,,Ollie Gordon II,,PREDICTION_MISSING,2025,UNDER,MIA,1
draftkings,4711533,prediction probability unavailable,espn-401772719,25.5,rushing_yards,,Ollie Gordon II,,PREDICTION_MISSING,2025,UNDER,MIA,1
fanatics,4711533,prediction probability unavailable,espn-401772719,25.5,rushing_yards,,Ollie Gordon II,,PREDICTION_MISSING,2025,UNDER,MIA,1
betrivers,4711533,prediction probability unavailable,espn-401772719,26.5,rushing_yards,,Ollie Gordon II,,PREDICTION_MISSING,2025,UNDER,MIA,1
betmgm,15864,prediction probability unavailable,espn-401772720,1.5,passing_tds,,Geno Smith,,PREDICTION_MISSING,2025,OVER,LV,1
betonlineag,15864,prediction probability unavailable,espn-401772720,1.5,passing_tds,,Geno Smith,,PREDICTION_MISSING,2025,OVER,LV,1
betrivers,15864,prediction probability unavailable,espn-401772720,1.5,passing_tds,,Geno Smith,,PREDICTION_MISSING,2025,OVER,LV,1
bovada,15864,prediction probability unavailable,espn-401772720,1.5,passing_tds,,Geno Smith,,PREDICTION_MISSING,2025,OVER,LV,1
draftkings,15864,prediction probability unavailable,espn-401772720,1.5,passing_tds,,Geno Smith,,PREDICTION_MISSING,2025,OVER,LV,1
fanduel,15864,prediction probability unavailable,espn-401772720,1.5,passing_tds,,Geno Smith,,PREDICTION_MISSING,2025,OVER,LV,1
williamhill_us,15864,prediction probability unavailable,espn-401772720,1.5,passing_tds,,Geno Smith,,PREDICTION_MISSING,2025,OVER,LV,1
betmgm,15864,prediction probability unavailable,espn-401772720,1.5,passing_tds,,Geno Smith,,PREDICTION_MISSING,2025,UNDER,LV,1
betonlineag,15864,prediction probability unavailable,espn-401772720,1.5,passing_tds,,Geno Smith,,PREDICTION_MISSING,2025,UNDER,LV,1
betrivers,15864,prediction probability unavailable,espn-401772720,1.5,passing_tds,,Geno Smith,,PREDICTION_MISSING,2025,UNDER,LV,1
bovada,15864,prediction probability unavailable,espn-401772720,1.5,passing_tds,,Geno Smith,,PREDICTION_MISSING,2025,UNDER,LV,1
draftkings,15864,prediction probability unavailable,espn-401772720,1.5,passing_tds,,Geno Smith,,PREDICTION_MISSING,2025,UNDER,LV,1
fanduel,15864,prediction probability unavailable,espn-401772720,1.5,passing_tds,,Geno Smith,,PREDICTION_MISSING,2025,UNDER,LV,1
williamhill_us,15864,prediction probability unavailable,espn-401772720,1.5,passing_tds,,Geno Smith,,PREDICTION_MISSING,2025,UNDER,LV,1
bovada,15864,prediction probability unavailable,espn-401772720,229.5,passing_yards,,Geno Smith,,PREDICTION_MISSING,2025,OVER,LV,1
williamhill_us,15864,prediction probability unavailable,espn-401772720,229.5,passing_yards,,Geno Smith,,PREDICTION_MISSING,2025,OVER,LV,1
betonlineag,15864,prediction probability unavailable,espn-401772720,230.5,passing_yards,,Geno Smith,,PREDICTION_MISSING,2025,OVER,LV,1
draftkings,15864,prediction probability unavailable,espn-401772720,230.5,passing_yards,,Geno Smith,,PREDICTION_MISSING,2025,OVER,LV,1
fanduel,15864,prediction probability unavailable,espn-401772720,230.5,passing_yards,,Geno Smith,,PREDICTION_MISSING,2025,OVER,LV,1
betrivers,15864,prediction probability unavailable,espn-401772720,232.5,passing_yards,,Geno Smith,,PREDICTION_MISSING,2025,OVER,LV,1
betmgm,15864,prediction probability unavailable,espn-401772720,233.5,passing_yards,,Geno Smith,,PREDICTION_MISSING,2025,OVER,LV,1
bovada,15864,prediction probability unavailable,espn-401772720,229.5,passing_yards,,Geno Smith,,PREDICTION_MISSING,2025,UNDER,LV,1
williamhill_us,15864,prediction probability unavailable,espn-401772720,229.5,passing_yards,,Geno Smith,,PREDICTION_MISSING,2025,UNDER,LV,1
betonlineag,15864,prediction probability unavailable,espn-401772720,230.5,passing_yards,,Geno Smith,,PREDICTION_MISSING,2025,UNDER,LV,1
draftkings,15864,prediction probability unavailable,espn-401772720,230.5,passing_yards,,Geno Smith,,PREDICTION_MISSING,2025,UNDER,LV,1
fanduel,15864,prediction probability unavailable,espn-401772720,230.5,passing_yards,,Geno Smith,,PREDICTION_MISSING,2025,UNDER,LV,1
betrivers,15864,prediction probability unavailable,espn-401772720,232.5,passing_yards,,Geno Smith,,PREDICTION_MISSING,2025,UNDER,LV,1
betmgm,15864,prediction probability unavailable,espn-401772720,233.5,passing_yards,,Geno Smith,,PREDICTION_MISSING,2025,UNDER,LV,1
betmgm,15864,prediction probability unavailable,espn-401772720,2.5,rushing_attempts,,Geno Smith,,PREDICTION_MISSING,2025,OVER,LV,1
bovada,15864,prediction probability unavailable,espn-401772720,2.5,rushing_attempts,,Geno Smith,,PREDICTION_MISSING,2025,OVER,LV,1
draftkings,15864,prediction probability unavailable,espn-401772720,2.5,rushing_attempts,,Geno Smith,,PREDICTION_MISSING,2025,OVER,LV,1
betmgm,15864,prediction probability unavailable,espn-401772720,2.5,rushing_attempts,,Geno Smith,,PREDICTION_MISSING,2025,UNDER,LV,1
bovada,15864,prediction probability unavailable,espn-401772720,2.5,rushing_attempts,,Geno Smith,,PREDICTION_MISSING,2025,UNDER,LV,1
draftkings,15864,prediction probability unavailable,espn-401772720,2.5,rushing_attempts,,Geno Smith,,PREDICTION_MISSING,2025,UNDER,LV,1
betmgm,15864,prediction probability unavailable,espn-401772720,7.5,rushing_yards,,Geno Smith,,PREDICTION_MISSING,2025,OVER,LV,1
bovada,15864,prediction probability unavailable,espn-401772720,7.5,rushing_yards,,Geno Smith,,PREDICTION_MISSING,2025,OVER,LV,1
betonlineag,15864,prediction probability unavailable,espn-401772720,9.5,rushing_yards,,Geno Smith,,PREDICTION_MISSING,2025,OVER,LV,1
draftkings,15864,prediction probability unavailable,espn-401772720,9.5,rushing_yards,,Geno Smith,,PREDICTION_MISSING,2025,OVER,LV,1
williamhill_us,15864,prediction probability unavailable,espn-401772720,9.5,rushing_yards,,Geno Smith,,PREDICTION_MISSING,2025,OVER,LV,1
betrivers,15864,prediction probability unavailable,espn-401772720,11.5,rushing_yards,,Geno Smith,,PREDICTION_MISSING,2025,OVER,LV,1
betmgm,15864,prediction probability unavailable,espn-401772720,7.5,rushing_yards,,Geno Smith,,PREDICTION_MISSING,2025,UNDER,LV,1
bovada,15864,prediction probability unavailable,espn-401772720,7.5,rushing_yards,,Geno Smith,,PREDICTION_MISSING,2025,UNDER,LV,1
betonlineag,15864,prediction probability unavailable,espn-401772720,9.5,rushing_yards,,Geno Smith,,PREDICTION_MISSING,2025,UNDER,LV,1
draftkings,15864,prediction probability unavailable,espn-401772720,9.5,rushing_yards,,Geno Smith,,PREDICTION_MISSING,2025,UNDER,LV,1
williamhill_us,15864,prediction probability unavailable,espn-401772720,9.5,rushing_yards,,Geno Smith,,PREDICTION_MISSING,2025,UNDER,LV,1
betrivers,15864,prediction probability unavailable,espn-401772720,11.5,rushing_yards,,Geno Smith,,PREDICTION_MISSING,2025,UNDER,LV,1
betonlineag,2976212,prediction probability unavailable,espn-401772720,47.5,receiving_yards,,Stefon Diggs,,PREDICTION_MISSING,2025,OVER,NE,1
betrivers,2976212,prediction probability unavailable,espn-401772720,47.5,receiving_yards,,Stefon Diggs,,PREDICTION_MISSING,2025,OVER,NE,1
bovada,2976212,prediction probability unavailable,espn-401772720,47.5,receiving_yards,,Stefon Diggs,,PREDICTION_MISSING,2025,OVER,NE,1
draftkings,2976212,prediction probability unavailable,espn-401772720,47.5,receiving_yards,,Stefon Diggs,,PREDICTION_MISSING,2025,OVER,NE,1
fanduel,2976212,prediction probability unavailable,espn-401772720,47.5,receiving_yards,,Stefon Diggs,,PREDICTION_MISSING,2025,OVER,NE,1
williamhill_us,2976212,prediction probability unavailable,espn-401772720,47.5,receiving_yards,,Stefon Diggs,,PREDICTION_MISSING,2025,OVER,NE,1
betmgm,2976212,prediction probability unavailable,espn-401772720,48.5,receiving_yards,,Stefon Diggs,,PREDICTION_MISSING,2025,OVER,NE,1
betonlineag,2976212,prediction probability unavailable,espn-401772720,47.5,receiving_yards,,Stefon Diggs,,PREDICTION_MISSING,2025,UNDER,NE,1
betrivers,2976212,prediction probability unavailable,espn-401772720,47.5,receiving_yards,,Stefon Diggs,,PREDICTION_MISSING,2025,UNDER,NE,1
bovada,2976212,prediction probability unavailable,espn-401772720,47.5,receiving_yards,,Stefon Diggs,,PREDICTION_MISSING,2025,UNDER,NE,1
draftkings,2976212,prediction probability unavailable,espn-401772720,47.5,receiving_yards,,Stefon Diggs,,PREDICTION_MISSING,2025,UNDER,NE,1
fanduel,2976212,prediction probability unavailable,espn-401772720,47.5,receiving_yards,,Stefon Diggs,,PREDICTION_MISSING,2025,UNDER,NE,1
williamhill_us,2976212,prediction probability unavailable,espn-401772720,47.5,receiving_yards,,Stefon Diggs,,PREDICTION_MISSING,2025,UNDER,NE,1
betmgm,2976212,prediction probability unavailable,espn-401772720,48.5,receiving_yards,,Stefon Diggs,,PREDICTION_MISSING,2025,UNDER,NE,1
betmgm,2976212,prediction probability unavailable,espn-401772720,4.5,receptions,,Stefon Diggs,,PREDICTION_MISSING,2025,OVER,NE,1
betonlineag,2976212,prediction probability unavailable,espn-401772720,4.5,receptions,,Stefon Diggs,,PREDICTION_MISSING,2025,OVER,NE,1
betrivers,2976212,prediction probability unavailable,espn-401772720,4.5,receptions,,Stefon Diggs,,PREDICTION_MISSING,2025,OVER,NE,1
bovada,2976212,prediction probability unavailable,espn-401772720,4.5,receptions,,Stefon Diggs,,PREDICTION_MISSING,2025,OVER,NE,1
draftkings,2976212,prediction probability unavailable,espn-401772720,4.5,receptions,,Stefon Diggs,,PREDICTION_MISSING,2025,OVER,NE,1
fanduel,2976212,prediction probability unavailable,espn-401772720,4.5,receptions,,Stefon Diggs,,PREDICTION_MISSING,2025,OVER,NE,1
williamhill_us,2976212,prediction probability unavailable,espn-401772720,4.5,receptions,,Stefon Diggs,,PREDICTION_MISSING,2025,OVER,NE,1
betmgm,2976212,prediction probability unavailable,espn-401772720,4.5,receptions,,Stefon Diggs,,PREDICTION_MISSING,2025,UNDER,NE,1
betonlineag,2976212,prediction probability unavailable,espn-401772720,4.5,receptions,,Stefon Diggs,,PREDICTION_MISSING,2025,UNDER,NE,1
betrivers,2976212,prediction probability unavailable,espn-401772720,4.5,receptions,,Stefon Diggs,,PREDICTION_MISSING,2025,UNDER,NE,1
bovada,2976212,prediction probability unavailable,espn-401772720,4.5,receptions,,Stefon Diggs,,PREDICTION_MISSING,2025,UNDER,NE,1
draftkings,2976212,prediction probability unavailable,espn-401772720,4.5,receptions,,Stefon Diggs,,PREDICTION_MISSING,2025,UNDER,NE,1
fanduel,2976212,prediction probability unavailable,espn-401772720,4.5,receptions,,Stefon Diggs,,PREDICTION_MISSING,2025,UNDER,NE,1
williamhill_us,2976212,prediction probability unavailable,espn-401772720,4.5,receptions,,Stefon Diggs,,PREDICTION_MISSING,2025,UNDER,NE,1
draftkings,4432710,prediction probability unavailable,espn-401772720,19.5,receiving_yards,,TreVeyon Henderson,,PREDICTION_MISSING,2025,OVER,NE,1
betmgm,4432710,prediction probability unavailable,espn-401772720,20.5,receiving_yards,,TreVeyon Henderson,,PREDICTION_MISSING,2025,OVER,NE,1
betonlineag,4432710,prediction probability unavailable,espn-401772720,20.5,receiving_yards,,TreVeyon Henderson,,PREDICTION_MISSING,2025,OVER,NE,1
