bookmaker,canonical_player_id,detail,game_id,line,market,model_version,player_name,readiness,reason,season,side,team,week
betonlineag,3915486,prediction probability unavailable,espn-401772714,1.5,receptions,,Tyler Conklin,,PREDICTION_MISSING,2025,UNDER,LAC,1
fanduel,3915486,prediction probability unavailable,espn-401772714,1.5,receptions,,Tyler Conklin,,PREDICTION_MISSING,2025,UNDER,LAC,1
williamhill_us,3915486,prediction probability unavailable,espn-401772714,1.5,receptions,,Tyler Conklin,,PREDICTION_MISSING,2025,UNDER,LAC,1
betmgm,3915486,prediction probability unavailable,espn-401772714,2.5,receptions,,Tyler Conklin,,PREDICTION_MISSING,2025,UNDER,LAC,1
draftkings,3915486,prediction probability unavailable,espn-401772714,2.5,receptions,,Tyler Conklin,,PREDICTION_MISSING,2025,UNDER,LAC,1
betmgm,4241457,prediction probability unavailable,espn-401772714,5.5,rushing_attempts,,Najee Harris,,PREDICTION_MISSING,2025,OVER,LAC,1
betonlineag,4241457,prediction probability unavailable,espn-401772714,6.5,rushing_attempts,,Najee Harris,,PREDICTION_MISSING,2025,OVER,LAC,1
betmgm,4241457,prediction probability unavailable,espn-401772714,5.5,rushing_attempts,,Najee Harris,,PREDICTION_MISSING,2025,UNDER,LAC,1
betonlineag,4241457,prediction probability unavailable,espn-401772714,6.5,rushing_attempts,,Najee Harris,,PREDICTION_MISSING,2025,UNDER,LAC,1
betmgm,4241457,prediction probability unavailable,espn-401772714,20.5,rushing_yards,,Najee Harris,,PREDICTION_MISSING,2025,OVER,LAC,1
betonlineag,4241457,prediction probability unavailable,espn-401772714,23.5,rushing_yards,,Najee Harris,,PREDICTION_MISSING,2025,OVER,LAC,1
betrivers,4241457,prediction probability unavailable,espn-401772714,23.5,rushing_yards,,Najee Harris,,PREDICTION_MISSING,2025,OVER,LAC,1
draftkings,4241457,prediction probability unavailable,espn-401772714,23.5,rushing_yards,,Najee Harris,,PREDICTION_MISSING,2025,OVER,LAC,1
bovada,4241457,prediction probability unavailable,espn-401772714,24.5,rushing_yards,,Najee Harris,,PREDICTION_MISSING,2025,OVER,LAC,1
fanduel,4241457,prediction probability unavailable,espn-401772714,24.5,rushing_yards,,Najee Harris,,PREDICTION_MISSING,2025,OVER,LAC,1
williamhill_us,4241457,prediction probability unavailable,espn-401772714,24.5,rushing_yards,,Najee Harris,,PREDICTION_MISSING,2025,OVER,LAC,1
fanatics,4241457,prediction probability unavailable,espn-401772714,25.5,rushing_yards,,Najee Harris,,PREDICTION_MISSING,2025,OVER,LAC,1
betmgm,4241457,prediction probability unavailable,espn-401772714,20.5,rushing_yards,,Najee Harris,,PREDICTION_MISSING,2025,UNDER,LAC,1
betonlineag,4241457,prediction probability unavailable,espn-401772714,23.5,rushing_yards,,Najee Harris,,PREDICTION_MISSING,2025,UNDER,LAC,1
betrivers,4241457,prediction probability unavailable,espn-401772714,23.5,rushing_yards,,Najee Harris,,PREDICTION_MISSING,2025,UNDER,LAC,1
draftkings,4241457,prediction probability unavailable,espn-401772714,23.5,rushing_yards,,Najee Harris,,PREDICTION_MISSING,2025,UNDER,LAC,1
bovada,4241457,prediction probability unavailable,espn-401772714,24.5,rushing_yards,,Najee Harris,,PREDICTION_MISSING,2025,UNDER,LAC,1
fanduel,4241457,prediction probability unavailable,espn-401772714,24.5,rushing_yards,,Najee Harris,,PREDICTION_MISSING,2025,UNDER,LAC,1
williamhill_us,4241457,prediction probability unavailable,espn-401772714,24.5,rushing_yards,,Najee Harris,,PREDICTION_MISSING,2025,UNDER,LAC,1
fanatics,4241457,prediction probability unavailable,espn-401772714,25.5,rushing_yards,,Najee Harris,,PREDICTION_MISSING,2025,UNDER,LAC,1
fanduel,4362921,prediction probability unavailable,espn-401772714,6.5,receiving_yards,,Tyquan Thornton,,PREDICTION_MISSING,2025,OVER,KC,1
williamhill_us,4362921,prediction probability unavailable,espn-401772714,6.5,receiving_yards,,Tyquan Thornton,,PREDICTION_MISSING,2025,OVER,KC,1
draftkings,4362921,prediction probability unavailable,espn-401772714,8.5,receiving_yards,,Tyquan Thornton,,PREDICTION_MISSING,2025,OVER,KC,1
fanduel,4362921,prediction probability unavailable,espn-401772714,6.5,receiving_yards,,Tyquan Thornton,,PREDICTION_MISSING,2025,UNDER,KC,1
williamhill_us,4362921,prediction probability unavailable,espn-401772714,6.5,receiving_yards,,Tyquan Thornton,,PREDICTION_MISSING,2025,UNDER,KC,1
draftkings,4362921,prediction probability unavailable,espn-401772714,8.5,receiving_yards,,Tyquan Thornton,,PREDICTION_MISSING,2025,UNDER,KC,1
betrivers,4683062,prediction probability unavailable,espn-401772714,4.5,rushing_yards,,Xavier Worthy,,PREDICTION_MISSING,2025,OVER,KC,1
draftkings,4683062,prediction probability unavailable,espn-401772714,4.5,rushing_yards,,Xavier Worthy,,PREDICTION_MISSING,2025,OVER,KC,1
fanduel,4683062,prediction probability unavailable,espn-401772714,4.5,rushing_yards,,Xavier Worthy,,PREDICTION_MISSING,2025,OVER,KC,1
williamhill_us,4683062,prediction probability unavailable,espn-401772714,4.5,rushing_yards,,Xavier Worthy,,PREDICTION_MISSING,2025,OVER,KC,1
betmgm,4683062,prediction probability unavailable,espn-401772714,5.5,rushing_yards,,Xavier Worthy,,PREDICTION_MISSING,2025,OVER,KC,1
betonlineag,4683062,prediction probability unavailable,espn-401772714,5.5,rushing_yards,,Xavier Worthy,,PREDICTION_MISSING,2025,OVER,KC,1
betrivers,4683062,prediction probability unavailable,espn-401772714,4.5,rushing_yards,,Xavier Worthy,,PREDICTION_MISSING,2025,UNDER,KC,1
draftkings,4683062,prediction probability unavailable,espn-401772714,4.5,rushing_yards,,Xavier Worthy,,PREDICTION_MISSING,2025,UNDER,KC,1
fanduel,4683062,prediction probability unavailable,espn-401772714,4.5,rushing_yards,,Xavier Worthy,,PREDICTION_MISSING,2025,UNDER,KC,1
williamhill_us,4683062,prediction probability unavailable,espn-401772714,4.5,rushing_yards,,Xavier Worthy,,PREDICTION_MISSING,2025,UNDER,KC,1
betmgm,4683062,prediction probability unavailable,espn-401772714,5.5,rushing_yards,,Xavier Worthy,,PREDICTION_MISSING,2025,UNDER,KC,1
betonlineag,4683062,prediction probability unavailable,espn-401772714,5.5,rushing_yards,,Xavier Worthy,,PREDICTION_MISSING,2025,UNDER,KC,1
bovada,4685382,prediction probability unavailable,espn-401772714,12.5,receiving_yards,,Omarion Hampton,,PREDICTION_MISSING,2025,OVER,LAC,1
fanduel,4685382,prediction probability unavailable,espn-401772714,12.5,receiving_yards,,Omarion Hampton,,PREDICTION_MISSING,2025,OVER,LAC,1
betonlineag,4685382,prediction probability unavailable,espn-401772714,13.5,receiving_yards,,Omarion Hampton,,PREDICTION_MISSING,2025,OVER,LAC,1
betrivers,4685382,prediction probability unavailable,espn-401772714,13.5,receiving_yards,,Omarion Hampton,,PREDICTION_MISSING,2025,OVER,LAC,1
williamhill_us,4685382,prediction probability unavailable,espn-401772714,13.5,receiving_yards,,Omarion Hampton,,PREDICTION_MISSING,2025,OVER,LAC,1
betmgm,4685382,prediction probability unavailable,espn-401772714,14.5,receiving_yards,,Omarion Hampton,,PREDICTION_MISSING,2025,OVER,LAC,1
draftkings,4685382,prediction probability unavailable,espn-401772714,14.5,receiving_yards,,Omarion Hampton,,PREDICTION_MISSING,2025,OVER,LAC,1
fanatics,4685382,prediction probability unavailable,espn-401772714,15.5,receiving_yards,,Omarion Hampton,,PREDICTION_MISSING,2025,OVER,LAC,1
bovada,4685382,prediction probability unavailable,espn-401772714,12.5,receiving_yards,,Omarion Hampton,,PREDICTION_MISSING,2025,UNDER,LAC,1
fanduel,4685382,prediction probability unavailable,espn-401772714,12.5,receiving_yards,,Omarion Hampton,,PREDICTION_MISSING,2025,UNDER,LAC,1
betonlineag,4685382,prediction probability unavailable,espn-401772714,13.5,receiving_yards,,Omarion Hampton,,PREDICTION_MISSING,2025,UNDER,LAC,1
betrivers,4685382,prediction probability unavailable,espn-401772714,13.5,receiving_yards,,Omarion Hampton,,PREDICTION_MISSING,2025,UNDER,LAC,1
williamhill_us,4685382,prediction probability unavailable,espn-401772714,13.5,receiving_yards,,Omarion Hampton,,PREDICTION_MISSING,2025,UNDER,LAC,1
betmgm,4685382,prediction probability unavailable,espn-401772714,14.5,receiving_yards,,Omarion Hampton,,PREDICTION_MISSING,2025,UNDER,LAC,1
draftkings,4685382,prediction probability unavailable,espn-401772714,14.5,receiving_yards,,Omarion Hampton,,PREDICTION_MISSING,2025,UNDER,LAC,1
fanatics,4685382,prediction probability unavailable,espn-401772714,15.5,receiving_yards,,Omarion Hampton,,PREDICTION_MISSING,2025,UNDER,LAC,1
betonlineag,4685382,prediction probability unavailable,espn-401772714,1.5,receptions,,Omarion Hampton,,PREDICTION_MISSING,2025,OVER,LAC,1
betrivers,4685382,prediction probability unavailable,espn-401772714,1.5,receptions,,Omarion Hampton,,PREDICTION_MISSING,2025,OVER,LAC,1
bovada,4685382,prediction probability unavailable,espn-401772714,1.5,receptions,,Omarion Hampton,,PREDICTION_MISSING,2025,OVER,LAC,1
draftkings,4685382,prediction probability unavailable,espn-401772714,1.5,receptions,,Omarion Hampton,,PREDICTION_MISSING,2025,OVER,LAC,1
fanduel,4685382,prediction probability unavailable,espn-401772714,1.5,receptions,,Omarion Hampton,,PREDICTION_MISSING,2025,OVER,LAC,1
williamhill_us,4685382,prediction probability unavailable,espn-401772714,1.5,receptions,,Omarion Hampton,,PREDICTION_MISSING,2025,OVER,LAC,1
betmgm,4685382,prediction probability unavailable,espn-401772714,2.5,receptions,,Omarion Hampton,,PREDICTION_MISSING,2025,OVER,LAC,1
fanatics,4685382,prediction probability unavailable,espn-401772714,2.5,receptions,,Omarion Hampton,,PREDICTION_MISSING,2025,OVER,LAC,1
betonlineag,4685382,prediction probability unavailable,espn-401772714,1.5,receptions,,Omarion Hampton,,PREDICTION_MISSING,2025,UNDER,LAC,1
betrivers,4685382,prediction probability unavailable,espn-401772714,1.5,receptions,,Omarion Hampton,,PREDICTION_MISSING,2025,UNDER,LAC,1
bovada,4685382,prediction probability unavailable,espn-401772714,1.5,receptions,,Omarion Hampton,,PREDICTION_MISSING,2025,UNDER,LAC,1
draftkings,4685382,prediction probability unavailable,espn-401772714,1.5,receptions,,Omarion Hampton,,PREDICTION_MISSING,2025,UNDER,LAC,1
fanduel,4685382,prediction probability unavailable,espn-401772714,1.5,receptions,,Omarion Hampton,,PREDICTION_MISSING,2025,UNDER,LAC,1
williamhill_us,4685382,prediction probability unavailable,espn-401772714,1.5,receptions,,Omarion Hampton,,PREDICTION_MISSING,2025,UNDER,LAC,1
betmgm,4685382,prediction probability unavailable,espn-401772714,2.5,receptions,,Omarion Hampton,,PREDICTION_MISSING,2025,UNDER,LAC,1
fanatics,4685382,prediction probability unavailable,espn-401772714,2.5,receptions,,Omarion Hampton,,PREDICTION_MISSING,2025,UNDER,LAC,1
betmgm,4685382,prediction probability unavailable,espn-401772714,11.5,rushing_attempts,,Omarion Hampton,,PREDICTION_MISSING,2025,OVER,LAC,1
betrivers,4685382,prediction probability unavailable,espn-401772714,11.5,rushing_attempts,,Omarion Hampton,,PREDICTION_MISSING,2025,OVER,LAC,1
bovada,4685382,prediction probability unavailable,espn-401772714,11.5,rushing_attempts,,Omarion Hampton,,PREDICTION_MISSING,2025,OVER,LAC,1
fanatics,4685382,prediction probability unavailable,espn-401772714,11.5,rushing_attempts,,Omarion Hampton,,PREDICTION_MISSING,2025,OVER,LAC,1
fanduel,4685382,prediction probability unavailable,espn-401772714,11.5,rushing_attempts,,Omarion Hampton,,PREDICTION_MISSING,2025,OVER,LAC,1
betonlineag,4685382,prediction probability unavailable,espn-401772714,12.5,rushing_attempts,,Omarion Hampton,,PREDICTION_MISSING,2025,OVER,LAC,1
draftkings,4685382,prediction probability unavailable,espn-401772714,12.5,rushing_attempts,,Omarion Hampton,,PREDICTION_MISSING,2025,OVER,LAC,1
betmgm,4685382,prediction probability unavailable,espn-401772714,11.5,rushing_attempts,,Omarion Hampton,,PREDICTION_MISSING,2025,UNDER,LAC,1
betrivers,4685382,prediction probability unavailable,espn-401772714,11.5,rushing_attempts,,Omarion Hampton,,PREDICTION_MISSING,2025,UNDER,LAC,1
bovada,4685382,prediction probability unavailable,espn-401772714,11.5,rushing_attempts,,Omarion Hampton,,PREDICTION_MISSING,2025,UNDER,LAC,1
fanatics,4685382,prediction probability unavailable,espn-401772714,11.5,rushing_attempts,,Omarion Hampton,,PREDICTION_MISSING,2025,UNDER,LAC,1
fanduel,4685382,prediction probability unavailable,espn-401772714,11.5,rushing_attempts,,Omarion Hampton,,PREDICTION_MISSING,2025,UNDER,LAC,1
betonlineag,4685382,prediction probability unavailable,espn-401772714,12.5,rushing_attempts,,Omarion Hampton,,PREDICTION_MISSING,2025,UNDER,LAC,1
draftkings,4685382,prediction probability unavailable,espn-401772714,12.5,rushing_attempts,,Omarion Hampton,,PREDICTION_MISSING,2025,UNDER,LAC,1
betmgm,4685382,prediction probability unavailable,espn-401772714,46.5,rushing_yards,,Omarion Hampton,,PREDICTION_MISSING,2025,OVER,LAC,1
bovada,4685382,prediction probability unavailable,espn-401772714,46.5,rushing_yards,,Omarion Hampton,,PREDICTION_MISSING,2025,OVER,LAC,1
fanduel,4685382,prediction probability unavailable,espn-401772714,46.5,rushing_yards,,Omarion Hampton,,PREDICTION_MISSING,2025,OVER,LAC,1
betrivers,4685382,prediction probability unavailable,espn-401772714,47.5,rushing_yards,,Omarion Hampton,,PREDICTION_MISSING,2025,OVER,LAC,1
draftkings,4685382,prediction probability unavailable,espn-401772714,47.5,rushing_yards,,Omarion Hampton,,PREDICTION_MISSING,2025,OVER,LAC,1
williamhill_us,4685382,prediction probability unavailable,espn-401772714,48.5,rushing_yards,,Omarion Hampton,,PREDICTION_MISSING,2025,OVER,LAC,1
betonlineag,4685382,prediction probability unavailable,espn-401772714,49.5,rushing_yards,,Omarion Hampton,,PREDICTION_MISSING,2025,OVER,LAC,1
fanatics,4685382,prediction probability unavailable,espn-401772714,50.5,rushing_yards,,Omarion Hampton,,PREDICTION_MISSING,2025,OVER,LAC,1
betmgm,4685382,prediction probability unavailable,espn-401772714,46.5,rushing_yards,,Omarion Hampton,,PREDICTION_MISSING,2025,UNDER,LAC,1
bovada,4685382,prediction probability unavailable,espn-401772714,46.5,rushing_yards,,Omarion Hampton,,PREDICTION_MISSING,2025,UNDER,LAC,1
fanduel,4685382,prediction probability unavailable,espn-401772714,46.5,rushing_yards,,Omarion Hampton,,PREDICTION_MISSING,2025,UNDER,LAC,1
betrivers,4685382,prediction probability unavailable,espn-401772714,47.5,rushing_yards,,Omarion Hampton,,PREDICTION_MISSING,2025,UNDER,LAC,1
draftkings,4685382,prediction probability unavailable,espn-401772714,47.5,rushing_yards,,Omarion Hampton,,PREDICTION_MISSING,2025,UNDER,LAC,1
williamhill_us,4685382,prediction probability unavailable,espn-401772714,48.5,rushing_yards,,Omarion Hampton,,PREDICTION_MISSING,2025,UNDER,LAC,1
betonlineag,4685382,prediction probability unavailable,espn-401772714,49.5,rushing_yards,,Omarion Hampton,,PREDICTION_MISSING,2025,UNDER,LAC,1
fanatics,4685382,prediction probability unavailable,espn-401772714,50.5,rushing_yards,,Omarion Hampton,,PREDICTION_MISSING,2025,UNDER,LAC,1
betmgm,16731,prediction probability unavailable,espn-401772718,15.5,receiving_yards,,Brandin Cooks,,PREDICTION_MISSING,2025,OVER,NO,1
fanatics,16731,prediction probability unavailable,espn-401772718,15.5,receiving_yards,,Brandin Cooks,,PREDICTION_MISSING,2025,OVER,NO,1
betonlineag,16731,prediction probability unavailable,espn-401772718,16.5,receiving_yards,,Brandin Cooks,,PREDICTION_MISSING,2025,OVER,NO,1
betrivers,16731,prediction probability unavailable,espn-401772718,16.5,receiving_yards,,Brandin Cooks,,PREDICTION_MISSING,2025,OVER,NO,1
draftkings,16731,prediction probability unavailable,espn-401772718,16.5,receiving_yards,,Brandin Cooks,,PREDICTION_MISSING,2025,OVER,NO,1
williamhill_us,16731,prediction probability unavailable,espn-401772718,16.5,receiving_yards,,Brandin Cooks,,PREDICTION_MISSING,2025,OVER,NO,1
fanduel,16731,prediction probability unavailable,espn-401772718,17.5,receiving_yards,,Brandin Cooks,,PREDICTION_MISSING,2025,OVER,NO,1
betmgm,16731,prediction probability unavailable,espn-401772718,15.5,receiving_yards,,Brandin Cooks,,PREDICTION_MISSING,2025,UNDER,NO,1
fanatics,16731,prediction probability unavailable,espn-401772718,15.5,receiving_yards,,Brandin Cooks,,PREDICTION_MISSING,2025,UNDER,NO,1
betonlineag,16731,prediction probability unavailable,espn-401772718,16.5,receiving_yards,,Brandin Cooks,,PREDICTION_MISSING,2025,UNDER,NO,1
betrivers,16731,prediction probability unavailable,espn-401772718,16.5,receiving_yards,,Brandin Cooks,,PREDICTION_MISSING,2025,UNDER,NO,1
draftkings,16731,prediction probability unavailable,espn-401772718,16.5,receiving_yards,,Brandin Cooks,,PREDICTION_MISSING,2025,UNDER,NO,1
williamhill_us,16731,prediction probability unavailable,espn-401772718,16.5,receiving_yards,,Brandin Cooks,,PREDICTION_MISSING,2025,UNDER,NO,1
fanduel,16731,prediction probability unavailable,espn-401772718,17.5,receiving_yards,,Brandin Cooks,,PREDICTION_MISSING,2025,UNDER,NO,1
betonlineag,16731,prediction probability unavailable,espn-401772718,1.5,receptions,,Brandin Cooks,,PREDICTION_MISSING,2025,OVER,NO,1
draftkings,16731,prediction probability unavailable,espn-401772718,1.5,receptions,,Brandin Cooks,,PREDICTION_MISSING,2025,OVER,NO,1
fanduel,16731,prediction probability unavailable,espn-401772718,1.5,receptions,,Brandin Cooks,,PREDICTION_MISSING,2025,OVER,NO,1
williamhill_us,16731,prediction probability unavailable,espn-401772718,1.5,receptions,,Brandin Cooks,,PREDICTION_MISSING,2025,OVER,NO,1
fanatics,16731,prediction probability unavailable,espn-401772718,2.5,receptions,,Brandin Cooks,,PREDICTION_MISSING,2025,OVER,NO,1
betonlineag,16731,prediction probability unavailable,espn-401772718,1.5,receptions,,Brandin Cooks,,PREDICTION_MISSING,2025,UNDER,NO,1
draftkings,16731,prediction probability unavailable,espn-401772718,1.5,receptions,,Brandin Cooks,,PREDICTION_MISSING,2025,UNDER,NO,1
fanduel,16731,prediction probability unavailable,espn-401772718,1.5,receptions,,Brandin Cooks,,PREDICTION_MISSING,2025,UNDER,NO,1
williamhill_us,16731,prediction probability unavailable,espn-401772718,1.5,receptions,,Brandin Cooks,,PREDICTION_MISSING,2025,UNDER,NO,1
fanatics,16731,prediction probability unavailable,espn-401772718,2.5,receptions,,Brandin Cooks,,PREDICTION_MISSING,2025,UNDER,NO,1
fanatics,3045147,prediction probability unavailable,espn-401772718,15.5,rushing_attempts,,James Conner,,PREDICTION_MISSING,2025,OVER,ARI,1
