actual_stat,american_odds,baseline_edge,baseline_probability,bookmaker,candidate_edge,canonical_player_id,decimal_odds,decision,distribution,explanation_key,game_id,grade,line,market,model_probability,nested_configuration,nested_threshold,no_vig_market_probability,opponent,player_name,policy_expected_value,policy_probability,predicted_mean,predicted_variance,probability_bucket,profit_units,promotion_eligible,push_probability,research_only,residual_adjustment,residual_model_status,residual_probability,season,side,team,week
0.0,-121.0,-0.13523166904422262,0.3826,draftkings,0.45345791859084605,8439,1.8264462809917354,BET,student_t,espn-401772766|8439|rushing_yards,espn-401772766,LOSS,0.5,rushing_yards,0.9712895876350687,residual_half_life_9,0.03,0.5178316690442226,IND,Aaron Rodgers,0.0683398692310287,0.5849281636966266,16.85473814685376,73.82947402564264,90-100%,-1.0,False,0.0,True,0.06709649465240397,READY_WALK_FORWARD,0.5849281636966266,2025,OVER,PIT,9
62.0,-105.0,0.5203045685279188,1.0,fanatics,0.46502061201807193,3916945,1.9523809523809523,BET,student_t,espn-401772767|3916945|receiving_yards,espn-401772767,LOSS,40.5,receiving_yards,0.9447160434901531,residual_half_life_9,0.03,0.4796954314720812,SF,Darius Slayton,0.040202650965842746,0.5327867236654317,24.570980953139763,112.77151505777736,90-100%,-1.0,False,0.0,True,0.05309129219335046,READY_WALK_FORWARD,0.5327867236654317,2025,UNDER,NYG,9
8.0,110.0,-0.43516670347874103,0.0121,betonlineag,0.20021569223124364,4040761,2.1,BET,negative_binomial,espn-401772767|4040761|rushing_attempts,espn-401772767,WIN,5.5,rushing_attempts,0.6474823957099847,residual_half_life_9,0.03,0.44726670347874103,SF,Devin Singletary,0.05325126427568683,0.5015482210836604,6.6152106130489345,4.958667423875479,60-70%,1.1,False,0.0,True,0.05428151760491934,READY_WALK_FORWARD,0.5015482210836604,2025,OVER,NYG,9
43.0,-108.0,-0.4268711395819285,0.0647,draftkings,0.43672173212260096,4040761,1.925925925925926,BET,student_t,espn-401772767|4040761|rushing_yards,espn-401772767,WIN,18.5,rushing_yards,0.9282928717045295,residual_half_life_9,0.03,0.4915711395819285,SF,Devin Singletary,0.07236506105224816,0.5568049355463596,32.944226621828165,115.6225051981289,90-100%,0.9259259259259259,False,0.0,True,0.06523379596443107,READY_WALK_FORWARD,0.5568049355463596,2025,OVER,NYG,9
43.0,-114.0,-0.4478820846905538,0.0511,betrivers,0.4173083954438355,4040761,1.8771929824561404,BET,student_t,espn-401772767|4040761|rushing_yards,espn-401772767,WIN,19.5,rushing_yards,0.9162904801343893,residual_half_life_9,0.03,0.4989820846905538,SF,Devin Singletary,0.04598420189420205,0.557206537457659,32.944226621828165,115.6225051981289,90-100%,0.8771929824561403,False,0.0,True,0.05822445276710525,READY_WALK_FORWARD,0.557206537457659,2025,OVER,NYG,9
43.0,105.0,-0.4137079696394686,0.0417,fanatics,0.44689914543925724,4040761,2.05,BET,student_t,espn-401772767|4040761|rushing_yards,espn-401772767,WIN,20.5,rushing_yards,0.9023071150787259,residual_half_life_9,0.03,0.4554079696394686,SF,Devin Singletary,0.06991002916992506,0.5219073313024025,32.944226621828165,115.6225051981289,90-100%,1.05,False,0.0,True,0.06649936166293391,READY_WALK_FORWARD,0.5219073313024025,2025,OVER,NYG,9
53.0,-112.0,-0.449,0.051,fanduel,0.4401008707837962,4241474,1.8928571428571428,BET,student_t,espn-401772767|4241474|rushing_yards,espn-401772767,WIN,15.5,rushing_yards,0.9401008707837962,residual_half_life_9,0.03,0.5,NYG,Brian Robinson Jr.,0.0874904069066832,0.574523233837493,48.93512743152308,530.5438627613714,90-100%,0.8928571428571429,False,0.0,True,0.07452323383749304,READY_WALK_FORWARD,0.574523233837493,2025,OVER,SF,9
53.0,-110.0,-0.45157854251012153,0.0383,betrivers,0.4457463762853191,4241474,1.9090909090909092,BET,student_t,espn-401772767|4241474|rushing_yards,espn-401772767,WIN,16.5,rushing_yards,0.9356249187954406,residual_half_life_9,0.03,0.48987854251012153,NYG,Brian Robinson Jr.,0.0556682712348916,0.5529690944563718,48.93512743152308,530.5438627613714,90-100%,0.9090909090909091,False,0.0,True,0.06309055194625024,READY_WALK_FORWARD,0.5529690944563718,2025,OVER,SF,9
0.0,168.0,-0.2356560143626571,0.1178,fanduel,-0.14666956926692415,3139477,2.6799999999999997,PASS,poisson,espn-401772768|3139477|passing_tds,espn-401772768,LOSS,2.5,passing_tds,0.20678644509573296,residual_half_life_9,0.03,0.3534560143626571,BUF,Patrick Mahomes,0.08375050714496812,0.4043845175914061,1.561674886848431,1.9422081861280391,20-30%,-1.0,False,0.0,True,0.05092850322874898,READY_WALK_FORWARD,0.4043845175914061,2025,OVER,KC,9
5.0,100.0,0.48961224489795907,0.959,bovada,0.43292499974956045,3139477,2.0,BET,student_t,espn-401772768|3139477|rushing_yards,espn-401772768,WIN,29.5,rushing_yards,0.9023127548516013,residual_half_life_9,0.03,0.4693877551020409,BUF,Patrick Mahomes,0.07851695090600797,0.539258475453004,19.067689210196505,81.25338200775454,90-100%,1.0,False,0.0,True,0.06987072035096309,READY_WALK_FORWARD,0.539258475453004,2025,UNDER,KC,9
5.0,-109.0,0.47281978091426163,0.9665,draftkings,0.4250764126657442,3139477,1.9174311926605505,BET,student_t,espn-401772768|3139477|rushing_yards,espn-401772768,WIN,30.5,rushing_yards,0.9187566317514826,residual_half_life_9,0.03,0.4936802190857384,BUF,Patrick Mahomes,0.08317671956039341,0.5649103465649898,19.067689210196505,81.25338200775454,90-100%,0.9174311926605505,False,0.0,True,0.07123012747925145,READY_WALK_FORWARD,0.5649103465649898,2025,UNDER,KC,9
5.0,-103.0,0.4950570545829042,0.9724,betonlineag,0.4551079377507374,3139477,1.970873786407767,BET,student_t,espn-401772768|3139477|rushing_yards,espn-401772768,WIN,31.5,rushing_yards,0.9324508831678332,residual_half_life_9,0.03,0.4773429454170958,BUF,Patrick Mahomes,0.08892096551155815,0.5525066967866527,19.067689210196505,81.25338200775454,90-100%,0.970873786407767,False,0.0,True,0.07516375136955683,READY_WALK_FORWARD,0.5525066967866527,2025,UNDER,KC,9
6.0,-105.0,0.4950045685279188,0.9747,fanatics,0.16571970194176694,3918298,1.9523809523809523,BET,negative_binomial,espn-401772768|3918298|rushing_attempts,espn-401772768,WIN,8.5,rushing_attempts,0.6454151334138482,residual_half_life_9,0.03,0.4796954314720812,KC,Josh Allen,0.062419080423027684,0.5441658704605752,7.6200872724243425,6.205931573258275,60-70%,0.9523809523809523,False,0.0,True,0.06447043898849397,READY_WALK_FORWARD,0.5441658704605752,2025,UNDER,BUF,9
19.0,100.0,0.5145122448979591,0.9839,bovada,0.256350342505544,3918298,2.0,BET,student_t,espn-401772768|3918298|rushing_yards,espn-401772768,WIN,42.5,rushing_yards,0.7257380976075849,residual_half_life_9,0.03,0.4693877551020409,KC,Josh Allen,0.04053282217350973,0.5202664110867549,35.358942191882285,205.5416553211913,70-80%,1.0,False,0.0,True,0.05087865598471397,READY_WALK_FORWARD,0.5202664110867549,2025,UNDER,BUF,9
0.0,-112.0,-0.4984,0.0016,fanduel,0.4243780792316534,4240472,1.8928571428571428,BET,student_t,espn-401772768|4240472|receiving_yards,espn-401772768,LOSS,9.5,receiving_yards,0.9243780792316534,residual_half_life_9,0.03,0.5,BUF,Noah Gray,0.033733024879363416,0.5461231074834373,23.155357085736572,108.43340089015236,90-100%,-1.0,False,0.0,True,0.04612310748343729,READY_WALK_FORWARD,0.5461231074834373,2025,OVER,KC,9
1.0,156.0,-0.3346581280788178,0.0348,fanduel,-0.22842273742040758,2577417,2.56,PASS,poisson,espn-401772818|2577417|passing_tds,espn-401772818,LOSS,2.5,passing_tds,0.1410353906584102,residual_half_life_9,0.03,0.3694581280788178,ARI,Dak Prescott,0.12324579038849892,0.4387678868705074,1.2919398528775305,1.1666292571504342,10-20%,-1.0,False,0.0,True,0.0693097587916896,READY_WALK_FORWARD,0.4387678868705074,2025,OVER,DAL,9
4.0,105.0,0.4416920303605314,0.8971,betmgm,0.1971484783443731,2577417,2.05,BET,negative_binomial,espn-401772818|2577417|rushing_attempts,espn-401772818,LOSS,2.5,rushing_attempts,0.6525564479838417,residual_half_life_9,0.03,0.4554079696394686,ARI,Dak Prescott,0.05589994252043473,0.5150731426928951,2.091690092117871,2.201299834437855,60-70%,-1.0,False,0.0,True,0.059665173053426446,READY_WALK_FORWARD,0.5150731426928951,2025,UNDER,DAL,9
34.0,-105.0,-0.22949543147208123,0.2502,betmgm,0.36176902460484656,2577417,1.9523809523809523,BET,student_t,espn-401772818|2577417|rushing_yards,espn-401772818,WIN,7.5,rushing_yards,0.8414644560769278,residual_half_life_9,0.03,0.4796954314720812,ARI,Dak Prescott,0.1011813821074824,0.5640197322989544,17.52659844156227,135.7174899308312,80-90%,0.9523809523809523,False,0.0,True,0.0843243008268732,READY_WALK_FORWARD,0.5640197322989544,2025,OVER,DAL,9
10.0,-112.0,-0.4916127795527157,0.0004,williamhill_us,0.3382203417686158,3676833,1.8928571428571428,BET,student_t,espn-401772818|3676833|receiving_yards,espn-401772818,LOSS,18.5,receiving_yards,0.8302331213213315,residual_half_life_9,0.03,0.4920127795527157,ARI,KaVontae Turpin,0.030891685663909207,0.5446220226148955,30.491548439351956,215.1490288964259,80-90%,-1.0,False,0.0,True,0.052609243062179734,READY_WALK_FORWARD,0.5446220226148955,2025,OVER,DAL,9
12.0,-107.0,-0.05288215781537947,0.4356,draftkings,0.35249521135845735,5083754,1.9345794392523366,BET,student_t,espn-401772818|5083754|receiving_yards,espn-401772818,WIN,8.5,receiving_yards,0.8409773691738368,residual_half_life_9,0.03,0.48848215781537946,ARI,Ryan Flournoy,0.03540707389775455,0.5352104198408683,13.930155728302902,39.98502542614843,80-90%,0.9345794392523364,False,0.0,True,0.0467282620254888,READY_WALK_FORWARD,0.5352104198408683,2025,OVER,DAL,9
-2.0,-108.0,-0.4896023956080519,0.0,fanduel,0.3901843732128503,4241985,1.925925925925926,BET,student_t,espn-401772870|4241985|receiving_yards,espn-401772870,LOSS,3.5,receiving_yards,0.8797867688209022,residual_half_life_9,0.03,0.4896023956080519,HOU,J.K. Dobbins,0.03606820856869547,0.5379584929106688,14.396864507016806,111.58757275169107,80-90%,-1.0,False,0.0,True,0.04835609730261686,READY_WALK_FORWARD,0.5379584929106688,2025,OVER,DEN,9
-2.0,260.0,-0.2554744525547445,0.0,fanatics,0.4175345517609244,4241985,3.6,BET,student_t,espn-401772870|4241985|receiving_yards,espn-401772870,LOSS,10.5,receiving_yards,0.6730090043156689,residual_half_life_9,0.03,0.2554744525547445,HOU,J.K. Dobbins,0.04755565742170653,0.2909876826171407,14.396864507016806,111.58757275169107,60-70%,-1.0,False,0.0,True,0.035513230062396206,READY_WALK_FORWARD,0.2909876826171407,2025,OVER,DEN,9
3.0,-140.0,-0.5048920303605313,0.0397,betmgm,0.2663165239525972,4426338,1.7142857142857144,BET,negative_binomial,espn-401772870|4426338|rushing_attempts,espn-401772870,LOSS,4.5,rushing_attempts,0.8109085543131285,residual_half_life_9,0.03,0.5445920303605313,HOU,Bo Nix,0.050575957514083836,0.6128359752165489,7.218102715743458,9.29384202008281,80-90%,-1.0,False,0.0,True,0.06824394485601759,READY_WALK_FORWARD,0.6128359752165489,2025,OVER,DEN,9
3.0,120.0,-0.41653631508678235,0.0107,betonlineag,0.2655567158260706,4426338,2.2,BET,negative_binomial,espn-401772870|4426338|rushing_attempts,espn-401772870,LOSS,5.5,rushing_attempts,0.6927930309128529,residual_half_life_9,0.03,0.42723631508678234,HOU,Bo Nix,0.06449643050742182,0.4838620138670099,7.218102715743458,9.29384202008281,60-70%,-1.0,False,0.0,True,0.05662569878022755,READY_WALK_FORWARD,0.4838620138670099,2025,OVER,DEN,9
36.0,-112.0,-0.469,0.031,draftkings,0.3524950796925578,4426338,1.8928571428571428,BET,student_t,espn-401772870|4426338|rushing_yards,espn-401772870,WIN,21.5,rushing_yards,0.8524950796925578,residual_half_life_9,0.03,0.5,HOU,Bo Nix,0.039472534946566884,0.5491553014812052,37.121121291513695,297.4855740758824,80-90%,0.8928571428571429,False,0.0,True,0.04915530148120517,READY_WALK_FORWARD,0.5491553014812052,2025,OVER,DEN,9
36.0,-112.0,-0.4762,0.0238,fanduel,0.33815970683613095,4426338,1.8928571428571428,BET,student_t,espn-401772870|4426338|rushing_yards,espn-401772870,WIN,22.5,rushing_yards,0.838159706836131,residual_half_life_9,0.03,0.5,HOU,Bo Nix,0.035711424363713384,0.5471682996638486,37.121121291513695,297.4855740758824,80-90%,0.8928571428571429,False,0.0,True,0.04716829966384861,READY_WALK_FORWARD,0.5471682996638486,2025,OVER,DEN,9
10.0,101.0,0.5294681503461918,0.9993,draftkings,0.4798599390191864,4429059,2.01,BET,negative_binomial,espn-401772870|4429059|rushing_attempts,espn-401772870,LOSS,9.5,rushing_attempts,0.9496917886729945,residual_half_life_9,0.03,0.46983184965380814,DEN,Woody Marks,0.17911780743845251,0.5866257748450013,5.344966245194857,5.609469244239485,90-100%,-1.0,False,0.0,True,0.11679392519119319,READY_WALK_FORWARD,0.5866257748450013,2025,UNDER,HOU,9
10.0,-135.0,0.4652465346534653,0.9999,betmgm,0.4413467871936888,4429059,1.7407407407407407,BET,negative_binomial,espn-401772870|4429059|rushing_attempts,espn-401772870,WIN,10.5,rushing_attempts,0.9760002525402235,residual_half_life_9,0.03,0.5346534653465347,DEN,Woody Marks,0.1141458787434046,0.640041249490892,5.344966245194857,5.609469244239485,90-100%,0.7407407407407407,False,0.0,True,0.10538778414435734,READY_WALK_FORWARD,0.640041249490892,2025,UNDER,HOU,9
27.0,-113.0,0.49199411616055255,0.9941,draftkings,0.32934027794461573,4429059,1.8849557522123894,BET,student_t,espn-401772870|4429059|rushing_yards,espn-401772870,WIN,36.5,rushing_yards,0.8314461617840632,residual_half_life_9,0.03,0.5021058838394474,DEN,Woody Marks,0.032655346464306234,0.5478406298143972,25.556207240673235,177.2209831035903,80-90%,0.8849557522123894,False,0.0,True,0.04573474597494975,READY_WALK_FORWARD,0.5478406298143972,2025,UNDER,HOU,9
27.0,-112.0,0.5,1.0,fanduel,0.49195025117742264,4431280,1.8928571428571428,BET,student_t,espn-401772870|4431280|receiving_yards,espn-401772870,WIN,40.5,receiving_yards,0.9919502511774226,residual_half_life_9,0.03,0.5,HOU,Troy Franklin,0.03546469137381558,0.5470379501597517,15.706599247215172,80.53464997549109,90-100%,0.8928571428571429,False,0.0,True,0.04703795015975165,READY_WALK_FORWARD,0.5470379501597517,2025,UNDER,DEN,9
27.0,-110.0,0.5101214574898785,1.0,bovada,0.503198156023682,4431280,1.9090909090909092,BET,student_t,espn-401772870|4431280|receiving_yards,espn-401772870,WIN,41.5,receiving_yards,0.9930766985338035,residual_half_life_9,0.03,0.48987854251012153,HOU,Troy Franklin,0.04097138285669688,0.5452707243535079,15.706599247215172,80.53464997549109,90-100%,0.9090909090909091,False,0.0,True,0.055392181843386346,READY_WALK_FORWARD,0.5452707243535079,2025,UNDER,DEN,9
4.0,127.0,0.41665528313272143,0.8327,draftkings,0.3908800395589152,4431280,2.27,BET,negative_binomial,espn-401772870|4431280|receptions,espn-401772870,LOSS,3.5,receptions,0.8069247564261938,residual_half_life_9,0.03,0.41604471686727856,HOU,Troy Franklin,0.037746171647829896,0.4571569038096167,2.262509783312906,1.369992614250613,80-90%,-1.0,False,0.0,True,0.04111218694233815,READY_WALK_FORWARD,0.4571569038096167,2025,UNDER,DEN,9
0.0,125.0,-0.07640294695481337,0.3401,betmgm,-0.0969906322579519,4432577,2.25,PASS,poisson,espn-401772870|4432577|passing_tds,espn-401772870,LOSS,1.5,passing_tds,0.3195123146968615,residual_half_life_9,0.03,0.4165029469548134,DEN,C.J. Stroud,0.037316622825084966,0.4610296101444822,1.1507727495612268,1.3060764713374509,30-40%,-1.0,False,0.0,True,0.0445266631896688,READY_WALK_FORWARD,0.4610296101444822,2025,OVER,HOU,9
0.0,105.0,-0.4554079696394686,0.0,fanatics,0.4371102194528895,2973405,2.05,BET,student_t,espn-401772871|2973405|receiving_yards,espn-401772871,LOSS,10.5,receiving_yards,0.8925181890923581,residual_half_life_9,0.03,0.4554079696394686,MIN,Kalif Raymond,0.04528303898156372,0.5098941653568604,31.357125626209932,359.79248196304883,80-90%,-1.0,False,0.0,True,0.05448619571739177,READY_WALK_FORWARD,0.5098941653568604,2025,OVER,DET,9
10.0,-109.0,-0.4910802190857384,0.0026,draftkings,0.45803593612244725,4035538,1.9174311926605505,BET,student_t,espn-401772871|4035538|receiving_yards,espn-401772871,WIN,9.5,receiving_yards,0.9517161552081856,residual_half_life_9,0.03,0.4936802190857384,MIN,David Montgomery,0.04008328885122814,0.5424357822238463,28.711096629654048,147.45276112585438,90-100%,0.9174311926605505,False,0.0,True,0.04875556313810786,READY_WALK_FORWARD,0.5424357822238463,2025,OVER,DET,9
10.0,105.0,-0.4544079696394686,0.001,fanatics,0.4892829048796463,4035538,2.05,BET,student_t,espn-401772871|4035538|receiving_yards,espn-401772871,LOSS,10.5,receiving_yards,0.9446908745191149,residual_half_life_9,0.03,0.4554079696394686,MIN,David Montgomery,0.06953444560339728,0.5217241198065353,28.711096629654048,147.45276112585438,90-100%,-1.0,False,0.0,True,0.06631615016706671,READY_WALK_FORWARD,0.5217241198065353,2025,OVER,DET,9
1.0,295.0,-0.23300970873786406,0.0,fanatics,0.40520796880993315,4360569,3.95,BET,student_t,espn-401772871|4360569|receiving_yards,espn-401772871,LOSS,10.5,receiving_yards,0.6382176775477972,residual_half_life_9,0.03,0.23300970873786406,DET,Jordan Mason,0.05252345332113151,0.2664616337521852,12.812524519059757,63.63515659851625,60-70%,-1.0,False,0.0,True,0.03345192501432112,READY_WALK_FORWARD,0.2664616337521852,2025,OVER,MIN,9
97.0,-102.0,0.5322014051522248,1.0,williamhill_us,0.4255389191488927,4374302,1.9803921568627452,BET,student_t,espn-401772871|4374302|receiving_yards,espn-401772871,LOSS,79.5,receiving_yards,0.8933375139966678,residual_half_life_9,0.03,0.46779859484777514,MIN,Amon-Ra St. Brown,0.03210442732615848,0.5211616415211295,61.749096253095026,258.4229810339183,80-90%,-1.0,False,0.0,True,0.0533630466733544,READY_WALK_FORWARD,0.5211616415211295,2025,UNDER,DET,9
4.0,116.0,-0.37154994913530015,0.0608,betrivers,0.41210125708823037,4426388,2.16,BET,negative_binomial,espn-401772871|4426388|receptions,espn-401772871,WIN,3.5,receptions,0.8444512062235305,residual_half_life_9,0.03,0.43234994913530017,MIN,Jameson Williams,0.04511392604303299,0.4838490398347375,5.951891335061799,5.862867243966035,80-90%,1.16,False,0.0,True,0.05149909069943731,READY_WALK_FORWARD,0.4838490398347375,2025,OVER,DET,9
2.0,156.0,-0.3683581280788178,0.0011,fanduel,-0.047881328547607016,4433970,2.56,PASS,poisson,espn-401772871|4433970|passing_tds,espn-401772871,WIN,1.5,passing_tds,0.32157679953121077,residual_half_life_9,0.03,0.3694581280788178,DET,J.J. McCarthy,0.036268167609111335,0.4047922529723091,1.156445053659421,1.1656145672210658,30-40%,1.56,False,0.0,True,0.0353341248934913,READY_WALK_FORWARD,0.4047922529723091,2025,OVER,MIN,9
9.0,-141.0,-0.5495939862223049,0.0017,draftkings,0.19925604867816216,4433970,1.7092198581560285,BET,negative_binomial,espn-401772871|4433970|rushing_attempts,espn-401772871,WIN,3.5,rushing_attempts,0.7505500349004671,residual_half_life_9,0.03,0.551293986222305,DET,J.J. McCarthy,0.05478976372372141,0.6171176625935465,5.113527739097076,4.501953172991013,70-80%,0.7092198581560284,False,0.0,True,0.06582367637124154,READY_WALK_FORWARD,0.6171176625935465,2025,OVER,MIN,9
0.0,170.0,-0.14770315457413244,0.1993,bovada,-0.14390955468069722,4036378,2.7,PASS,poisson,espn-401772872|4036378|passing_tds,espn-401772872,LOSS,2.5,passing_tds,0.20309359989343523,residual_half_life_9,0.03,0.34700315457413244,CAR,Jordan Love,0.06662605160545032,0.3950466857797964,1.5472094871797557,1.249632166402857,20-30%,-1.0,False,0.0,True,0.04804353120566396,READY_WALK_FORWARD,0.3950466857797964,2025,OVER,GB,9
1.0,-125.0,0.2172954314720812,0.7376,betmgm,0.19819304046515174,4036378,1.8,BET,negative_binomial,espn-401772872|4036378|rushing_attempts,espn-401772872,WIN,3.5,rushing_attempts,0.7184976089930706,residual_half_life_9,0.03,0.5203045685279188,CAR,Jordan Love,0.05968727226712045,0.5887151512595113,2.6195299923859943,4.31146152157886,70-80%,0.8,False,0.0,True,0.0684105827315925,READY_WALK_FORWARD,0.5887151512595113,2025,UNDER,GB,9
25.0,-140.0,-0.5136920303605312,0.0309,betmgm,0.3648673429379664,4038815,1.7142857142857144,BET,negative_binomial,espn-401772872|4038815|rushing_attempts,espn-401772872,WIN,12.5,rushing_attempts,0.9094593732984977,residual_half_life_9,0.03,0.5445920303605313,GB,Rico Dowdle,0.08760249276732818,0.6344347874476081,18.653919407458385,22.667639871784107,90-100%,0.7142857142857143,False,0.0,True,0.08984275708707679,READY_WALK_FORWARD,0.6344347874476081,2025,OVER,CAR,9
25.0,-130.0,-0.5174122448979592,0.0132,betonlineag,0.33301767577886143,4038815,1.7692307692307692,BET,negative_binomial,espn-401772872|4038815|rushing_attempts,espn-401772872,WIN,13.5,rushing_attempts,0.8636299206768207,residual_half_life_9,0.03,0.5306122448979592,GB,Rico Dowdle,0.08904650870269865,0.6155480266580471,18.653919407458385,22.667639871784107,80-90%,0.7692307692307693,False,0.0,True,0.08493578176008787,READY_WALK_FORWARD,0.6155480266580471,2025,OVER,CAR,9
130.0,-115.0,-0.4085,0.0915,betmgm,0.4400583428852114,4038815,1.8695652173913042,BET,student_t,espn-401772872|4038815|rushing_yards,espn-401772872,WIN,49.5,rushing_yards,0.9400583428852114,residual_half_life_9,0.03,0.5,GB,Rico Dowdle,0.04930511213645933,0.5612562227706643,75.82179009557113,329.0048480141613,90-100%,0.8695652173913043,False,0.0,True,0.06125622277066434,READY_WALK_FORWARD,0.5612562227706643,2025,OVER,CAR,9
130.0,-112.0,-0.4184,0.0816,fanduel,0.4343126674852842,4038815,1.8928571428571428,BET,student_t,espn-401772872|4038815|rushing_yards,espn-401772872,WIN,50.5,rushing_yards,0.9343126674852842,residual_half_life_9,0.03,0.5,GB,Rico Dowdle,0.09451629850373156,0.5782350256246129,75.82179009557113,329.0048480141613,90-100%,0.8928571428571429,False,0.0,True,0.07823502562461293,READY_WALK_FORWARD,0.5782350256246129,2025,OVER,CAR,9
130.0,-114.0,-0.4278,0.0722,betonlineag,0.42800516738243444,4038815,1.8771929824561404,BET,student_t,espn-401772872|4038815|rushing_yards,espn-401772872,WIN,51.5,rushing_yards,0.9280051673824344,residual_half_life_9,0.03,0.5,GB,Rico Dowdle,0.07328268413670724,0.571748719586844,75.82179009557113,329.0048480141613,90-100%,0.8771929824561403,False,0.0,True,0.07174871958684403,READY_WALK_FORWARD,0.571748719586844,2025,OVER,CAR,9
130.0,-115.0,-0.44241978091426165,0.0639,draftkings,0.4147671376769504,4038815,1.8695652173913042,BET,student_t,espn-401772872|4038815|rushing_yards,espn-401772872,WIN,52.5,rushing_yards,0.9210869185912121,residual_half_life_9,0.03,0.5063197809142617,GB,Rico Dowdle,0.05335593704290703,0.563422943069462,75.82179009557113,329.0048480141613,90-100%,0.8695652173913043,False,0.0,True,0.05710316215520028,READY_WALK_FORWARD,0.563422943069462,2025,OVER,CAR,9
13.0,-110.0,-0.35499655455291224,0.1368,betmgm,0.4440420563967584,4047365,1.9090909090909092,BET,student_t,espn-401772872|4047365|receiving_yards,espn-401772872,WIN,12.5,receiving_yards,0.9358386109496707,residual_half_life_9,0.03,0.49179655455291227,CAR,Josh Jacobs,0.038123911334603466,0.5437791916514589,29.041219160011774,137.59143611064383,90-100%,0.9090909090909091,False,0.0,True,0.05198263709854667,READY_WALK_FORWARD,0.5437791916514589,2025,OVER,GB,9
0.0,170.0,-0.34277198211624443,0.0,fanatics,0.5358383048534805,4241416,2.7,BET,student_t,espn-401772872|4241416|receiving_yards,espn-401772872,LOSS,10.5,receiving_yards,0.8786102869697249,residual_half_life_9,0.03,0.34277198211624443,GB,Chuba Hubbard,0.054492006557839145,0.39055259502142187,18.881949997993143,66.79134060551466,80-90%,-1.0,False,0.0,True,0.04778061290517743,READY_WALK_FORWARD,0.39055259502142187,2025,OVER,CAR,9
0.0,125.0,-0.14940294695481338,0.2671,betmgm,0.41607474691411195,4241416,2.25,BET,negative_binomial,espn-401772872|4241416|receptions,espn-401772872,LOSS,1.5,receptions,0.8325776938689253,residual_half_life_9,0.03,0.4165029469548134,GB,Chuba Hubbard,0.038367027269410214,0.4614964565641823,3.2292641645784674,2.873853393010224,80-90%,-1.0,False,0.0,True,0.04499350960936893,READY_WALK_FORWARD,0.4614964565641823,2025,OVER,CAR,9
46.0,-112.0,0.5,1.0,fanduel,0.4839664527759575,4685472,1.8928571428571428,BET,student_t,espn-401772872|4685472|receiving_yards,espn-401772872,WIN,54.5,receiving_yards,0.9839664527759575,residual_half_life_9,0.03,0.5,GB,Tetairoa McMillan,0.03242076620096951,0.545429838747682,20.66714800654989,219.95250828566094,90-100%,0.8928571428571429,False,0.0,True,0.04542983874768203,READY_WALK_FORWARD,0.545429838747682,2025,UNDER,CAR,9
46.0,-108.0,0.5123152709359605,1.0,betonlineag,0.4978100804173514,4685472,1.925925925925926,BET,student_t,espn-401772872|4685472|receiving_yards,espn-401772872,WIN,55.5,receiving_yards,0.9854948094813909,residual_half_life_9,0.03,0.4876847290640395,GB,Tetairoa McMillan,0.037416442696615426,0.5386585375540118,20.66714800654989,219.95250828566094,90-100%,0.9259259259259259,False,0.0,True,0.05097380848997235,READY_WALK_FORWARD,0.5386585375540118,2025,UNDER,CAR,9
46.0,-115.0,0.5,1.0,betrivers,0.4868618049714397,4685472,1.8695652173913042,BET,student_t,espn-401772872|4685472|receiving_yards,espn-401772872,WIN,56.5,receiving_yards,0.9868618049714397,residual_half_life_9,0.03,0.5,GB,Tetairoa McMillan,0.05016780904151069,0.5617176653012732,20.66714800654989,219.95250828566094,90-100%,0.8695652173913043,False,0.0,True,0.061717665301273206,READY_WALK_FORWARD,0.5617176653012732,2025,UNDER,CAR,9
0.0,186.0,0.02874512860483247,0.36,draftkings,-0.15149988873762474,4685720,2.8600000000000003,PASS,poisson,espn-401772872|4685720|passing_tds,espn-401772872,WIN,0.5,passing_tds,0.17975498265754278,residual_half_life_9,0.03,0.3312548713951675,GB,Bryce Young,0.07511143954150634,0.3759130907487784,1.7161605628344743,1.262994092783046,10-20%,1.86,False,0.0,True,0.04465821935361086,READY_WALK_FORWARD,0.3759130907487784,2025,UNDER,CAR,9
9.0,-108.0,-0.2934711395819285,0.1981,draftkings,0.4622061535310891,4685720,1.925925925925926,BET,student_t,espn-401772872|4685720|rushing_yards,espn-401772872,WIN,7.5,rushing_yards,0.9537772931130176,residual_half_life_9,0.03,0.4915711395819285,GB,Bryce Young,0.07918150237637078,0.5603442416185002,22.932050891859934,92.03147269876922,90-100%,0.9259259259259259,False,0.0,True,0.06877310203657166,READY_WALK_FORWARD,0.5603442416185002,2025,OVER,CAR,9
9.0,-110.0,-0.3326785425101215,0.1572,betmgm,0.45523785419244767,4685720,1.9090909090909092,BET,student_t,espn-401772872|4685720|rushing_yards,espn-401772872,WIN,8.5,rushing_yards,0.9451163967025692,residual_half_life_9,0.03,0.48987854251012153,GB,Bryce Young,0.05817426296798478,0.5542817567927539,22.932050891859934,92.03147269876922,90-100%,0.9090909090909091,False,0.0,True,0.0644032142826324,READY_WALK_FORWARD,0.5542817567927539,2025,OVER,CAR,9
