feature,importance,importance_stddev,market,test_rows,test_week,train_rows
usage_mean_all,0.4922709275018239,0.08227821244606337,rushing_attempts,123,17,1433
team_market_mean_5,-0.005349123777664122,0.007631616646779156,rushing_attempts,123,17,1433
opponent_allowed_mean_5,-0.024034080549221314,0.018174801366752303,rushing_attempts,123,17,1433
team_plays_mean_5,0.011669314063243253,0.011546935370594152,rushing_attempts,123,17,1433
qb_strength_mean_5,0.011512074217000822,0.011089698820250031,rushing_attempts,123,17,1433
home,-0.003127735236397111,0.004425689454680001,rushing_attempts,123,17,1433
season_week,0.0,0.0,rushing_attempts,123,17,1433
game_total,0.0,0.0,rushing_attempts,123,17,1433
team_spread,0.0,0.0,rushing_attempts,123,17,1433
implied_team_total,0.0,0.0,rushing_attempts,123,17,1433
history_games,-0.00034057045935771414,0.018433614578613703,rushing_attempts,112,18,1556
rolling_mean_3,0.08021471786582071,0.018875381209543823,rushing_attempts,112,18,1556
rolling_mean_5,0.2931056243924212,0.05386231000242023,rushing_attempts,112,18,1556
rolling_mean_all,0.1063133628030906,0.028094937554145848,rushing_attempts,112,18,1556
rolling_std_5,0.06254963751498321,0.012227884771999813,rushing_attempts,112,18,1556
rolling_std_all,0.043151128786109896,0.01772090574502037,rushing_attempts,112,18,1556
last_value,0.2668370692440572,0.07123164724725997,rushing_attempts,112,18,1556
recent_form_delta,-0.0023477283056542396,0.01516700353723636,rushing_attempts,112,18,1556
zero_rate,0.0,0.0,rushing_attempts,112,18,1556
usage_mean_3,0.9718612022006468,0.14964103038124887,rushing_attempts,112,18,1556
usage_mean_all,0.4324890319429727,0.06295364318114725,rushing_attempts,112,18,1556
team_market_mean_5,0.022580084288764724,0.008046343836100986,rushing_attempts,112,18,1556
opponent_allowed_mean_5,0.014577493604539794,0.06254257697499854,rushing_attempts,112,18,1556
team_plays_mean_5,0.003003583440890445,0.02235463945064539,rushing_attempts,112,18,1556
qb_strength_mean_5,0.012183580289837615,0.014722070211269716,rushing_attempts,112,18,1556
home,0.004698189141929543,0.0035016816641554966,rushing_attempts,112,18,1556
season_week,0.0,0.0,rushing_attempts,112,18,1556
game_total,0.0,0.0,rushing_attempts,112,18,1556
team_spread,0.0,0.0,rushing_attempts,112,18,1556
implied_team_total,0.0,0.0,rushing_attempts,112,18,1556
history_games,-0.2188997099784075,0.06230071531466965,rushing_yards,95,9,571
rolling_mean_3,0.5745868707435523,0.16512513330603504,rushing_yards,95,9,571
rolling_mean_5,0.04751259581664265,0.06855208229529769,rushing_yards,95,9,571
rolling_mean_all,0.9065659412344995,0.21866054849322392,rushing_yards,95,9,571
rolling_std_5,0.12597403499103627,0.04250051231728582,rushing_yards,95,9,571
rolling_std_all,0.6726267933197189,0.21984252959159634,rushing_yards,95,9,571
last_value,0.2662950632660678,0.3718271283179673,rushing_yards,95,9,571
recent_form_delta,0.028090895585278018,0.020871979874507392,rushing_yards,95,9,571
zero_rate,-0.010759178355843701,0.0072181293569988855,rushing_yards,95,9,571
usage_mean_3,1.9803959600499899,0.5680770204968226,rushing_yards,95,9,571
usage_mean_all,0.73646360999352,0.2650015540532558,rushing_yards,95,9,571
team_market_mean_5,-0.06453445329204435,0.08590323257074617,rushing_yards,95,9,571
opponent_allowed_mean_5,0.05045479829512765,0.23158194866146972,rushing_yards,95,9,571
team_plays_mean_5,0.06935403703766099,0.09904514551706582,rushing_yards,95,9,571
qb_strength_mean_5,-0.03259320222435278,0.0649997863794927,rushing_yards,95,9,571
home,0.11311197066451761,0.08301056854011998,rushing_yards,95,9,571
season_week,0.0,0.0,rushing_yards,95,9,571
game_total,0.0,0.0,rushing_yards,95,9,571
team_spread,0.0,0.0,rushing_yards,95,9,571
implied_team_total,0.0,0.0,rushing_yards,95,9,571
history_games,0.011668343846076113,0.08356244807543871,rushing_yards,106,11,767
rolling_mean_3,0.2458486065551014,0.18275996764162974,rushing_yards,106,11,767
